"","new_col"
"151","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGQ1,1BD0,6EGQ0,4EGX0,6EGQ0,6EGQ0"
"152","8EGM1,7EGY1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGY0,4EGY0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT1,13CW0,2EGS0,1CT0,4EGY1,3CHV0,1CF1"
"153","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EHU0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"154","8EGN0,11LV0,4EGT0,4EGT0,12JN0,7EGQ1,1BD1,14EIQ0,13CK0,3QU1,4EGT1,1DG0,13BW1,6EGQ0,12HI0,1CG0,8EGN0,7EGQ1,3ARZ1,3ASW1,9EGQ1,10EGN1,7EGQ0,1BJ1,3DPY0"
"155","8EGQ0,11LV0,4EGY0,4EGY1,1BD1,7EGX1,1CG1,13BW1,12HK0,2EGT0,3ACO1,3APS0,7EGX0"
"156","8EGP0,11LV0,4EGN0,4EGN0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"157","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGW1,1BD1,14EIQ0,13CK0,3QU1,4EGU1,1DG1,4EGU0,1DM1,6EGS0"
"158","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"159","8EGM1,7EGX0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGT0,3BCP1"
"160","8EGM1,7EGY1,4EHJ0,11LR0,12HX1,12IM0"
"161","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO1,3DIP1,7EGP0"
"162","8EGM1,7EGW1,4EGV1,11LR0,12HV0,14EIQ1,1BJ0,1AV1,8EGM0,4EGV1,3DNT0,2EGT1,3AFX1,13EY0"
"163","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGP0,1DI0,6EGP0,1BZ0"
"164","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD0,6EGQ0,4EGX0,6EGQ0,6EGQ0"
"165","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"166","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"167","8EGM1,7EGW1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGV0,14EIQ1,3ANV0,8EGM0,4EGV0,1BX0,3ANO0,7EGW1,13DY1"
"168","8EGM1,7EGQ1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EHJ1,13DY0,3CUZ0,2EGO0,7EGQ1,3CNS0,3BFY1,1BX1"
"169","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"170","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGP1,1BD1,14EIQ0,13CK1,1CQ0,6EGQ0,4EHJ1,3UX1,11LP0,8EGN1,7EGP0,4EHJ0,3COW1,2EGQ0,3CQR1,3DFS1"
"171","8EGM1,7EGT0,11LR0,4EGR0,7EGT1,4EGR0,13CT0,11JV0,2EGQ0,8EGM0,2EGQ0,14EHU1,1BX1,1CE0,3DJZ0"
"172","8EGM1,7EGN0,11LR0,4EHJ1,1BR1,7EGN1,1DY0,12HV0,14EIQ1,4EHJ0,14EIQ0,3ANY0,2EGN1,7EGN1,3ACW0"
"173","8EGM1,7EGN0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGO0,7EGN1,1BF1,4EGX0"
"174","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGQ1,1CG0,3DNW0,9EGQ0,13CK0,3AMN1,2EGS1,1BM1"
"175","8EGR1,7EGW1,4EGY1,11LR0,12HV0,14EIQ1,1BJ0,1AV1,8EGR1,3TW1,3EFK0,9EGQ1,3AKS0,3AHN1"
"176","8EGM1,7EGW1,4EGW1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGW1,13AW0,2EGT1"
"177","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"178","8EGM1,7EGT0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ0,4EHJ0,13EI0,14EIQ0,9EGQ0,3QW1,13CD0,2EGQ0,3BCP1"
"179","8EGM1,7EGP0,11LR0,4EGV1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGV0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGO1,3DFK1,13CD0,1BU1,3DGT1"
"180","8EGM1,7EGZ1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EHJ1,1CG1,3APR1"
"181","8EGM1,7EGZ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGZ0,4EGV0,14EIQ1,3ANV1,3DWZ0,3BEX0,11JX0,4EGV1,2EGN0,3AXZ1"
"182","8EGO0,11LV0,4EGQ0,4EGQ0,12JN0,7EHI1,1BD0,6EGO1,3CJL0"
"183","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG0,13BW1,6EGM0,12HI0,1CG0,8EGN0,7EGP1,3ARZ0"
"184","8EGN0,11LV1,1AJ1,4EGY1"
"185","8EGO0,11LV1,1AJ1,4EGY1"
"186","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"187","8EGN0,11LV0,4EGY0,4EGY1,1BD0,12IO0,13FS0,6EGQ0,3DIO1,3DIP1,7EGW1,2EGQ1,3DQW1"
"188","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE1,2EGQ1,14EIQ1,3DQR0,3ADZ1,9EGQ1,13BW1,1CI1"
"189","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGW1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG0,13BW1,6EGQ0,12HI0,1CG0,8EGN0,7EGW0"
"190","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"191","8EGP0,11LV0,4EGN0,4EGN0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"192","8EGM1,7EGU0,11LR1,1DU0"
"193","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD1,14EIQ0,13CK1,1CQ0,6EGM0,4EGX0,7EGP0,1BF1,3DNS0"
"194","8EGR1,7EGY1,4EGX0,11LR1,1EF0"
"195","8EGP0,11LV0,4EGN0,4EGN0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"196","8EGM1,7EHI0,11LR0,4EGX1,1BR1,7EHI1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGO1,3DFK0,3BSW0,3BGR1"
"197","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO0,3APW1,3BFM1,3BIW1,9EGQ0,13BW1,1BT0,3CJM1,3CKT0"
"198","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"199","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY0,2EGQ0,3AFI1,2EGQ0,7EGP1,1CQ1,1CW1,3AFY0,1DM1"
"200","8EGM1,7EGT0,11LR0,4EGR0,7EGT1,4EGR0,13CT0,11JV0,2EGR1,1BU1"
"201","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGQ1,1CG0,3DNW1,2EGQ0,8EGN0,13DO1"
"202","8EGN0,11LV0,4EGT0,4EGT0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"203","8EGM1,7EGY1,4EGV1,11LR0,12HV0,14EHZ1,1BJ1,1EH0,11LN0,12HM0,7EGY0,4EGV0,14EHZ0,2EGQ0"
"204","8EGM1,7EGW1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGV0,14EIQ1,3ANV0,8EGM0,4EGV0,1BX1,3SU1,7EGW0,2EGQ0,13DE1,3AGK1"
"205","8EGN0,11LV0,4EGM0,4EGM0,12JN0,7EGP1,1BD0,6EGQ0,4EGM0,6EGQ0,6EGQ0"
"206","8EGM1,7EGS0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY1,2EGQ0,3CNT0,7EGS0,1BL0,7EGS1,3CKL0,1BF1,7EGS0"
"207","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI1,3NS1,7EGU0,3DRX0"
"208","8EGM1,7EGN0,11LR0,4EGX1,1BR1,7EGN1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT0,2EGQ0,7EGN0,4EGX0"
"209","8EGN0,11LV0,4EGZ0,4EGZ0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ1,1CE1"
"210","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"211","8EGM1,7EGR0,11LR0,4EGX1,1BR1,7EGR0,14EIQ0,12HU0,4EGX0,2EGS0,13FR0,3PQ1,4EGX0,7EGR0"
"212","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGN0,12IX0,14EGQ0,13BZ0,3MO1,6EGS0,1DI1,3NS1,7EGN0,3DRX0"
"213","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI1,3NS1,7EGN0,3DRX0"
"214","8EGN0,11LV0,4EGN0,4EGN0,12JN0,7EHI1,1BD1,14EIQ0,13CK0,3QU1,4EGN1,1DG0,13BW1,6EGR0,12HI0,1CG0,8EGN0,7EHI0"
"215","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE0,4EGX0"
"216","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGN0,6EGQ0,13CE1,4EHJ1,3BEF1,3BEZ1,1AH1,1BX0"
"217","8EGO0,11LV0,4EHJ0,4EHJ0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG0,13BW1,6EGM0,12HI0,1CG0,8EGO0,7EGP1,3ARZ0"
"218","8EGN0,11LV0,4EHI1,1BJ0,14EIQ0,3AFS0,1AZ0"
"219","8EGM1,7EGU0,11LR0,4EGX1,1BR1,7EGU0,14EIQ0,12HU0,4EGX0,2EGT1,14EIQ1,5T0,13FK0,14EIQ0,1BT1,1CM1,7EGU0,3EFP0,11KM0,3BDO1,3BEI1,4EGX0,9EGQ0,13DJ0,1CO1"
"220","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"221","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EHO1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE0,4EGV0,13DO0,13CN1,3BET1"
"222","8EGM1,7EGQ1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE0,4EGY1,2EGO1,2EGO0,1BX0"
"223","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EHI1,1BD0,6EGQ0,4EGX0,6EGQ0,6EGQ0"
"224","8EGM1,7EGW1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGV0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT1,13CW0,2EGQ1,4EGV1,3BNP1,1CQ0,1CM0,13BJ1,1BZ0,1BX1,13CG0,3CJK1"
"225","8EGR1,7EGU0,11LR0,4EGX1,1BR1,7EGU0,14EIQ0,12HU0,4EGX0,2EGS0,13FR0,3PQ1,4EGX0,7EGU1,3CLU0"
"226","8EGM1,7EGX0,11LR0,4EGT1,1BR0,14EIQ0,1AZ0,4EGT0,13EI0,14EIQ0,9EGQ0,3QW1,13CD1,13CH1,14EIQ0,7EGX0,4EGT1,2EGT0"
"227","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG0,13BW1,6EGM0,12HI1,1CE0"
"228","8EGM1,7EGN0,11LR0,4EGX1,1BR1,7EGN1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI1,4EGX0,2EGQ1,13ET0,13CK1,3DFL0,3CLP1,13DP0,7EGN1"
"229","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"230","8EGM1,7EGZ1,4EGT1,11LR0,12HV1,14EIQ1,1BC1,1EF0,4EGT0,7EGZ1"
"231","8EGR1,7EGW1,4EHI1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EHI1,13AW1,14EIQ1,1BV1,1DM0,1BZ1"
"232","8EGR1,7EGN0,11LR0,4EGV1,1BR1,7EGN1,1DY0,12HV0,14EIQ1,4EGV0,14EIQ0,3ANY1,13CI0,8EGR1,3DFX1,1DL0"
"233","8EGQ0,11LV0,4EGM0,4EGM0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGS0,1DI1,3NS1,7EGU0,3DRX0"
"234","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"235","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EHI1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG1,4EHJ0,1DM1,6EGQ1,7EHI0"
"236","8EGM1,7EGR0,11LR0,4EGX1,1BR1,7EGR0,14EGN1"
"237","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"238","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGR0,1DI0,6EGR1,3DNZ0"
"239","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGQ1,1BD1,14EIQ0,13CK1,1CQ0,6EGS0,4EGU0,7EGQ0,1BF1,3DNS0"
"240","8EGN0,11LV0,4EGR0,4EGR0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EGR0,1CI1,1DG0,8EGN1,7EGP1,3ACY1,3AIM1,6EGM0,3CQY0"
"241","8EGP0,11LV0,4EGV0,4EGV1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM0,1BP1,12GR0,3BQV0"
"242","8EGM1,7EGY1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EGX1,1CG1,3APR0,2EGQ1,3ANW0,1DU0,2EGQ0,3NX1,3AHQ0,13CQ1"
"243","8EGP0,11LV0,4EGN0,4EGN0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"244","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW1,3DLY0,1DE1,11KW0"
"245","8EGM1,7EGP0,11LR0,4EGN0,7EGP1,4EGN0,13CT0,11JV0,2EGQ0,8EGM0,2EGQ0,14EIQ0"
"246","8EGM1,7EGQ1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIO1"
"247","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EGX1,1CG1,3APR0,2EGQ1,3ANW0,1DU1,3ACH0,3XZ0"
"248","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM0,1BP0,14EIQ0,3CFV0,3ST1,3BCM1,3BDV1,8EGN0,1BF1"
"249","8EGR1,7EGP0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY1,2EGQ0,3CNT1,1BL0,3DFT0,7EGP1,3CQZ0,1BI1"
"250","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EGX1,1CG1,3APR0,2EGQ1,3ANW0,1DU1,3ACH1"
"251","8EGP0,11LV0,4EGS0,4EGS0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"252","8EGM1,7EGR0,11LR0,4EGY1,1BR1,7EGR0,14EIQ0,12HU0,4EGY1,1CR1"
"253","8EGP0,11LV0,4EGY0,4EGY1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"254","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGW1,1BD1,14EIQ0,13CK0,3QU1,4EGX0,1CI0"
"255","8EGM1,7EGS0,11LR0,4EGX1,1BR1,7EGS0,14EIQ0,12HU0,4EGX0,2EGQ1,14EIQ1,5T0,13FK0,14EIQ0,1BT1,1CM0,1CG1"
"256","8EGM1,7EGP0,11LR1,1DU0"
"257","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGQ1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG0,13BW1,6EGQ0,12HI0,1CG0,8EGN0,7EGQ1,3ARZ1,3ASW1,9EGQ1,10EGM0"
"258","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGZ1,1BD0,6EGQ0,4EHJ0,6EGQ0,6EGQ0"
"259","8EGR1,7EGT0,11LR1,1DU0"
"260","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW0,3TV0"
"261","8EGM1,7EGP0,11LR1,1DU0"
"262","8EGQ0,11LV0,4EGT0,4EGT0,12JN0,7EGY0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGY1,1CO0,4EGT0,3BPZ0"
"263","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM1,1CS1,6EGM0,12GK0,2EGQ0,6EGM0"
"264","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"265","8EGM1,7EGY1,4EGY1,11LR1,1FN0"
"266","8EGM1,7EGW1,4EHI1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EHI1,13AW1,14EIQ1,1BV1,1DM0,1BZ1"
"267","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGU0,6EGM0,13CE1,4EHJ1,3BEF1,3BEZ1,1AH1,1BX1,1BZ1,7EGU0"
"268","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO1,3DIP1,7EGQ0"
"269","8EGM1,7EGP0,11LR0,4EGR0,7EGP1,4EGR0,13CT0,11JV0,2EGQ0,8EGM0,2EGQ0,14EGT0"
"270","8EGM1,7EGW1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGV0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT0,3BFI1,3CGN1,3CKP0,1BN1"
"271","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGW1,1BD1,14EIQ0,13CK0,3QU1,4EGX0,1CI0"
"272","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ1,7EGX0"
"273","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGY1,1CO0,4EHJ0,3BPZ1,3BSV1,13CU0"
"274","8EGQ0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"275","8EGM1,7EHI0,11LR0,4EGX1,1BR1,7EHI1,1DY1,12GS0,2EGQ0,1EF1"
"276","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGY1,1CG0,3DNW0,9EGQ0,13CK1,1BF1,6EGM1,10EGM0,1BX0"
"277","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD0,6EGQ0,4EGX0,6EGQ0,6EGQ0"
"278","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGY1,1CO0,4EGX0,3BPZ0"
"279","8EGM1,7EGN0,11LR1,1DU0"
"280","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"281","8EGM1,7EHI0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY1,2EGQ0,3CNT0,7EHI0,1BL0,7EHI1,3CKL1,7EHI1"
"282","8EGM1,7EGY1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW1,3DLY0,1DE1,11KW1,1DO0"
"283","8EGR1,7EGN0,11LR0,4EHJ1,1BR0,14EHT0,1AZ0,4EHJ0,13EI0,14EHT0,9EGN1,4EHJ0"
"284","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"285","8EGN0,11LV0,4EGT0,4EGT0,12JN0,7EGZ1,1BD0,6EGQ0,4EGT0,6EGQ0,6EGQ0"
"286","8EGN0,11LV0,4EGT0,4EGT0,12JN0,7EGW1,1BD1,14EIQ0,13CK0,3QU1,4EGT1,1DG0,13BW0"
"287","8EGM1,7EGN0,11LR0,4EGT1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY1,2EGQ0,3CNT0,7EGN0,1BL1,1BP0,7EGN1,3CGU0,1BN1"
"288","8EGM1,7EGR0,11LR0,4EHJ1,1BR1,7EGR0,14EIQ0,12HU0,4EHJ0,2EGR1,14EIQ1,5T0,13FK0,14EIQ0,1BT1,1CM0,1CG0,3AGX0,3AET0,3QZ0,1BY1"
"289","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"290","8EGM1,7EGQ1,4EGY1,11LR1,1FN0"
"291","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGW0,7EGW1,2EGS1,6EGM0,8EGN0,1BF1,1DV0,9EGO1,1BP1"
"292","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"293","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"294","8EGM1,7EGY1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ1,13BT1,1EW1,1EZ1"
"295","8EGO0,11LV0,4EGQ0,4EGQ0,12JN0,7EGT0,12IX0,14EHU0,13BZ0,3MO1,6EGO1,7EGT0"
"296","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGZ1,1BD0,6EGQ0,4EHJ0,6EGQ0,6EGQ0"
"297","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGS0,1DI1,3NS1,7EGU0,3DRX0"
"298","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGQ0,3BGN1,2EGS0,3DIM0,3CWZ0,3BWX0,13CT0,3BKY1"
"299","8EGM1,7EGP0,11LR0,4EHJ1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EHJ0,14EIQ0,3ANY0,2EGQ0,3AFI0,3ACR0,13CW0,8EGM1,4EHJ0,1DE0,1CO0,3MZ1,13CE1"
"300","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EHI1,1BD1,14EIQ0,13CK1,1CQ0,6EGM0,4EGX0,7EHI0,1BF1,3DNS0"
"301","8EGN0,11LV0,4EGN0,4EGN0,12JN0,7EGQ1,1BD0,6EGQ0,4EGN0,6EGQ0,6EGQ0"
"302","8EGM1,7EGP0,11LR0,4EGY1,1BR1,7EGP1,1DY1,12GS0,2EGS0,1EF1"
"303","8EGM1,7EGR0,11LR0,4EGX1,1BR1,7EGR0,14EIQ0,12HU0,4EGX0,2EGS0,13FR0,3PQ1,4EGX0,7EGR0"
"304","8EGR1,7EGW1,4EHJ0,11LR0,12HX1,12IM0"
"305","8EGM1,7EGS0,11LR0,4EGX1,1BR1,7EGS0,14EIQ0,12HU0,4EGX0,2EGS0,13FR0,3PQ1,4EGX0,7EGS0"
"306","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EHI1,1BD1,14EIQ0,13CK1,1CQ1,3DPU0,13CT1,8EGN0,2EGQ0,4EGX0"
"307","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGP1,1BD1,14EIQ0,13CK1,1CQ0,6EGQ0,4EHJ1,3UX1,11LP0,8EGN1,7EGP0,4EHJ0,3COW0,6EGQ0"
"308","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
